Date,Transaction Description,Category,Amount,Type
2021-07-02,Gojek,Transport,60.53,Expense
2020-03-02,Grab,Transport,38.15,Expense
2020-03-12,Grab,Transport,8.03,Expense
2024-03-26,Freelance,Salary,893.0,Income
2022-04-12,Grab,Transport,63.19,Expense
2022-02-13,Gojek,Transport,105.19,Expense
2024-04-24,Gojek,Transport,23.69,Expense
2024-01-21,Grab,Transport,94.7,Expense
2020-02-19,Gojek,Transport,20.8,Expense
2024-12-23,Grab,Transport,75.38,Expense
2022-07-31,Freelance,Salary,971.0,Income
2020-03-17,Gojek,Transport,45.66,Expense
2024-08-17,Gojek,Transport,40.21,Expense
2021-03-17,Gojek,Transport,74.93,Expense
2023-08-13,Grab,Transport,62.12,Expense
2024-05-27,Grab,Transport,16.8,Expense
2023-02-20,Grab,Transport,47.87,Expense
2023-02-08,Gojek,Transport,35.12,Expense
2024-01-05,Grab,Transport,67.4,Expense
2024-03-10,Grab,Transport,67.11,Expense
2021-08-15,Grab,Transport,96.93,Expense
2020-08-05,Gojek,Transport,41.94,Expense
2023-10-21,Freelance,Salary,708.0,Income
2021-03-06,Grab,Transport,49.9,Expense
2024-01-23,Freelance,Salary,980.0,Income
2024-10-20,Freelance,Salary,605.0,Income
2021-06-01,Salary,Salary,5000.0,Income
2020-06-19,Gojek,Transport,65.11,Expense
2020-08-19,Gojek,Transport,77.44,Expense
2022-10-11,Gojek,Transport,46.74,Expense
2024-05-02,Gojek,Transport,58.03,Expense
2021-01-23,Grab,Transport,145.66,Expense
2024-09-28,Freelance,Salary,642.0,Income
2021-07-19,Gojek,Transport,60.92,Expense
2020-02-09,Gojek,Transport,149.94,Expense
2023-07-09,Grab,Transport,131.91,Expense
2023-04-13,Gojek,Transport,31.67,Expense
2022-03-20,Gojek,Transport,107.46,Expense
2024-01-27,Grab,Transport,39.53,Expense
2024-06-13,Gojek,Transport,12.75,Expense
2023-08-15,Grab,Transport,59.44,Expense
2024-11-27,Grab,Transport,44.16,Expense
2022-10-31,Grab,Transport,65.48,Expense
2024-04-10,Gojek,Transport,5.31,Expense
2023-01-08,Freelance,Salary,711.0,Income
2023-07-23,Freelance,Salary,841.0,Income
2022-03-29,Grab,Transport,23.92,Expense
2020-07-12,Grab,Transport,27.8,Expense
2021-01-14,Freelance,Salary,859.0,Income
2020-01-04,Gojek,Transport,149.67,Expense
2020-11-27,Gojek,Transport,19.4,Expense
2020-10-26,Grab,Transport,69.91,Expense
2021-03-28,Grab,Transport,85.39,Expense
2024-04-12,Gojek,Transport,27.12,Expense
2021-01-10,Gojek,Transport,78.23,Expense
2020-02-22,Gojek,Transport,137.01,Expense
2023-03-08,Gojek,Transport,5.46,Expense
2023-06-26,Grab,Transport,70.77,Expense
2023-10-05,Gojek,Transport,33.99,Expense
2021-09-13,Gojek,Transport,39.23,Expense
2020-02-29,Gojek,Transport,51.9,Expense
2023-09-09,Grab,Transport,77.94,Expense
2024-08-13,Gojek,Transport,32.25,Expense
2020-06-03,Gojek,Transport,55.98,Expense
2021-01-28,Grab,Transport,28.89,Expense
2022-11-16,Grab,Transport,33.03,Expense
2024-02-06,Gojek,Transport,51.62,Expense
2021-02-14,Gojek,Transport,108.69,Expense
2023-03-16,Gojek,Transport,18.41,Expense
2024-03-16,Gojek,Transport,42.57,Expense
2022-11-10,Grab,Transport,46.84,Expense
2020-12-31,Grab,Transport,10.01,Expense
2023-07-04,Freelance,Salary,347.0,Income
2024-08-26,Grab,Transport,10.69,Expense
2022-08-06,Freelance,Salary,524.0,Income
2020-02-10,Grab,Transport,23.95,Expense
2021-11-25,Gojek,Transport,39.82,Expense
2021-10-10,Gojek,Transport,125.13,Expense
2020-10-30,Gojek,Transport,10.85,Expense
2024-03-07,Grab,Transport,15.32,Expense
2020-06-04,Freelance,Salary,214.0,Income
2022-03-19,Grab,Transport,70.93,Expense
2022-02-20,Grab,Transport,102.3,Expense
2021-08-02,Grab,Transport,34.19,Expense
2024-10-28,Gojek,Transport,21.77,Expense
2022-07-04,Gojek,Transport,25.9,Expense
2024-07-26,Gojek,Transport,32.88,Expense
2020-08-28,Freelance,Salary,672.0,Income
2024-12-12,Freelance,Salary,577.0,Income
2022-01-14,Grab,Transport,52.43,Expense
2020-05-23,Gojek,Transport,121.81,Expense
2021-10-24,Gojek,Transport,126.08,Expense
2021-09-28,Grab,Transport,46.17,Expense
2020-02-22,Freelance,Salary,991.0,Income
2023-04-29,Grab,Transport,110.31,Expense
2023-08-11,Grab,Transport,64.23,Expense
2020-03-22,Freelance,Salary,412.0,Income
2020-10-02,Freelance,Salary,369.0,Income
2020-07-02,Gojek,Transport,52.54,Expense
2022-07-05,Gojek,Transport,64.59,Expense
2024-08-13,Gojek,Transport,31.66,Expense
2021-07-13,Grab,Transport,74.71,Expense
2023-10-07,Gojek,Transport,137.08,Expense
2020-08-06,Grab,Transport,54.31,Expense
2020-04-28,Freelance,Salary,791.0,Income
2024-11-26,Grab,Transport,64.99,Expense
2023-11-03,Freelance,Salary,595.0,Income
2020-09-25,Gojek,Transport,42.83,Expense
2020-03-25,Freelance,Salary,701.0,Income
2020-09-06,Gojek,Transport,52.77,Expense
2021-02-24,Grab,Transport,61.87,Expense
2022-05-06,Grab,Transport,34.79,Expense
2021-02-19,Gojek,Transport,24.61,Expense
2020-07-25,Freelance,Salary,541.0,Income
2021-02-20,Grab,Transport,108.68,Expense
2020-10-26,Grab,Transport,17.99,Expense
2022-03-29,Gojek,Transport,34.39,Expense
2022-02-10,Gojek,Transport,7.59,Expense
2022-09-18,Grab,Transport,133.34,Expense
2020-01-15,Gojek,Transport,64.86,Expense
2021-05-10,Gojek,Transport,39.33,Expense
2024-04-02,Freelance,Salary,504.0,Income
2022-07-20,Gojek,Transport,65.54,Expense
2023-08-30,Gojek,Transport,18.65,Expense
2022-05-13,Grab,Transport,41.85,Expense
2022-02-18,Grab,Transport,75.03,Expense
2023-11-16,Freelance,Salary,437.0,Income
2020-09-01,Salary,Salary,5000.0,Income
2023-11-07,Grab,Transport,69.49,Expense
2023-05-10,Gojek,Transport,29.54,Expense
2022-07-11,Gojek,Transport,78.69,Expense
2022-05-06,Freelance,Salary,311.0,Income
2021-10-11,Gojek,Transport,31.16,Expense
2023-04-30,Grab,Transport,52.09,Expense
2022-01-26,Grab,Transport,44.09,Expense
2020-11-27,Grab,Transport,43.39,Expense
2020-09-20,Gojek,Transport,114.94,Expense
2022-08-18,Grab,Transport,20.55,Expense
2023-03-06,Freelance,Salary,319.0,Income
2023-11-08,Gojek,Transport,10.52,Expense
2021-10-06,Gojek,Transport,66.74,Expense
2024-04-26,Freelance,Salary,787.0,Income
2022-01-09,Grab,Transport,104.04,Expense
2023-03-21,Freelance,Salary,897.0,Income
2022-11-04,Freelance,Salary,803.0,Income
2023-09-09,Freelance,Salary,330.0,Income
2022-11-29,Gojek,Transport,36.24,Expense
2022-07-04,Gojek,Transport,11.22,Expense
2023-09-24,Gojek,Transport,137.54,Expense
2021-11-11,Grab,Transport,79.19,Expense
2023-08-04,Gojek,Transport,76.14,Expense
2023-09-28,Freelance,Salary,572.0,Income
2021-11-06,Grab,Transport,32.61,Expense
2022-06-10,Gojek,Transport,44.33,Expense
2023-01-20,Grab,Transport,66.9,Expense
2020-07-13,Gojek,Transport,24.0,Expense
2022-12-11,Grab,Transport,142.69,Expense
2021-01-13,Grab,Transport,20.29,Expense
2024-01-25,Gojek,Transport,10.17,Expense
2024-08-22,Grab,Transport,27.93,Expense
2022-03-27,Gojek,Transport,50.05,Expense
2023-02-19,Grab,Transport,67.82,Expense
2024-02-03,Gojek,Transport,125.47,Expense
2022-05-28,Gojek,Transport,135.56,Expense
2023-06-30,Grab,Transport,69.21,Expense
2022-01-10,Grab,Transport,11.96,Expense
2024-09-27,Gojek,Transport,44.13,Expense
2021-11-18,Grab,Transport,63.43,Expense
2022-03-26,Gojek,Transport,79.66,Expense
2020-09-09,Gojek,Transport,60.24,Expense
2023-10-29,Freelance,Salary,843.0,Income
2023-03-22,Grab,Transport,76.9,Expense
2020-07-14,Grab,Transport,77.23,Expense
2020-02-17,Gojek,Transport,22.23,Expense
2023-08-05,Grab,Transport,108.78,Expense
2024-06-29,Freelance,Salary,415.0,Income
2024-02-06,Gojek,Transport,41.38,Expense
2021-05-17,Grab,Transport,31.94,Expense
2021-06-10,Gojek,Transport,72.54,Expense
2024-06-11,Gojek,Transport,46.47,Expense
2021-05-05,Grab,Transport,14.1,Expense
2021-12-09,Grab,Transport,62.79,Expense
2023-10-03,Gojek,Transport,28.14,Expense
2021-06-09,Grab,Transport,38.11,Expense
2021-06-19,Freelance,Salary,771.0,Income
2020-03-30,Freelance,Salary,987.0,Income
2020-01-24,Grab,Transport,18.51,Expense
2020-01-18,Grab,Transport,124.34,Expense
2020-11-03,Freelance,Salary,679.0,Income
2021-06-12,Freelance,Salary,374.0,Income
2022-09-10,Grab,Transport,72.24,Expense
2021-05-28,Grab,Transport,54.06,Expense
2024-03-02,Grab,Transport,89.95,Expense
2024-12-11,Gojek,Transport,46.38,Expense
2022-06-13,Gojek,Transport,51.56,Expense
2023-06-08,Grab,Transport,35.78,Expense
2022-12-16,Grab,Transport,9.8,Expense
2023-02-08,Gojek,Transport,56.95,Expense
2020-09-09,Freelance,Salary,230.0,Income
2024-04-18,Gojek,Transport,11.69,Expense
2023-02-27,Gojek,Transport,57.7,Expense
2024-08-04,Grab,Transport,35.46,Expense
2022-04-22,Grab,Transport,77.68,Expense
2020-03-19,Gojek,Transport,60.8,Expense
2024-08-14,Gojek,Transport,41.51,Expense
2021-10-24,Grab,Transport,74.27,Expense
2021-06-09,Grab,Transport,73.27,Expense
2021-02-15,Freelance,Salary,390.0,Income
2024-07-25,Freelance,Salary,449.0,Income
2023-08-30,Grab,Transport,40.04,Expense
2023-02-08,Gojek,Transport,76.67,Expense
2024-08-27,Freelance,Salary,782.0,Income
2022-03-07,Gojek,Transport,58.38,Expense
2022-07-03,Gojek,Transport,117.92,Expense
2022-06-24,Gojek,Transport,34.23,Expense
2022-06-17,Gojek,Transport,72.38,Expense
2024-09-14,Freelance,Salary,348.0,Income
2023-08-07,Grab,Transport,57.72,Expense
2021-12-13,Grab,Transport,52.58,Expense
2020-08-17,Freelance,Salary,731.0,Income
2020-12-26,Gojek,Transport,53.26,Expense
2023-05-14,Grab,Transport,59.25,Expense
2024-01-28,Freelance,Salary,714.0,Income
2023-02-11,Gojek,Transport,87.65,Expense
2021-12-18,Grab,Transport,103.77,Expense
2024-08-19,Grab,Transport,35.95,Expense
2020-07-11,Gojek,Transport,74.96,Expense
2020-06-13,Gojek,Transport,77.15,Expense
2020-05-15,Grab,Transport,7.33,Expense
2024-03-31,Freelance,Salary,433.0,Income
2020-02-03,Grab,Transport,5.5,Expense
2021-08-22,Gojek,Transport,33.75,Expense
2022-03-02,Grab,Transport,27.45,Expense
2021-04-12,Freelance,Salary,468.0,Income
2023-02-03,Grab,Transport,31.57,Expense
2023-04-29,Grab,Transport,120.48,Expense
2024-02-22,Gojek,Transport,78.3,Expense
2024-11-14,Grab,Transport,61.04,Expense
2023-04-13,Grab,Transport,21.71,Expense
2022-04-13,Gojek,Transport,12.73,Expense
2020-01-08,Freelance,Salary,860.0,Income
2023-03-30,Freelance,Salary,583.0,Income
2023-10-11,Freelance,Salary,755.0,Income
2021-06-11,Gojek,Transport,16.53,Expense
2023-03-19,Grab,Transport,91.97,Expense
2020-12-18,Grab,Transport,19.13,Expense
2022-03-27,Grab,Transport,127.6,Expense
2024-10-07,Grab,Transport,29.05,Expense
2021-10-14,Grab,Transport,67.5,Expense
2023-06-18,Freelance,Salary,366.0,Income
2023-11-09,Freelance,Salary,791.0,Income
2024-12-28,Gojek,Transport,136.66,Expense
2023-12-29,Grab,Transport,64.55,Expense
2023-05-19,Gojek,Transport,64.48,Expense
2021-12-02,Grab,Transport,77.13,Expense
2021-05-07,Grab,Transport,67.01,Expense
2024-12-04,Freelance,Salary,623.0,Income
2023-01-18,Gojek,Transport,17.5,Expense
2023-11-27,Grab,Transport,29.61,Expense
2021-01-29,Freelance,Salary,672.0,Income
2021-11-24,Gojek,Transport,63.98,Expense
2024-11-19,Grab,Transport,35.23,Expense
2023-01-14,Freelance,Salary,324.0,Income
2023-08-10,Freelance,Salary,697.0,Income
2021-09-16,Grab,Transport,38.1,Expense
2020-09-10,Grab,Transport,78.67,Expense
2024-04-08,Freelance,Salary,708.0,Income
2024-10-22,Gojek,Transport,5.76,Expense
2020-03-22,Grab,Transport,83.45,Expense
2023-07-03,Gojek,Transport,14.13,Expense
2020-06-03,Grab,Transport,76.44,Expense
2021-09-24,Freelance,Salary,445.0,Income
2023-01-03,Grab,Transport,53.27,Expense
2020-05-26,Grab,Transport,70.21,Expense
2023-05-16,Freelance,Salary,397.0,Income
2020-08-24,Gojek,Transport,65.6,Expense
2021-03-22,Grab,Transport,49.8,Expense
2024-06-22,Freelance,Salary,220.0,Income
2020-01-10,Grab,Transport,46.22,Expense
2022-11-26,Grab,Transport,21.07,Expense
2022-05-17,Grab,Transport,50.59,Expense
2022-01-27,Gojek,Transport,46.02,Expense
2022-02-17,Freelance,Salary,983.0,Income
2020-06-05,Gojek,Transport,54.2,Expense
2023-01-27,Grab,Transport,28.14,Expense
2020-05-15,Grab,Transport,43.12,Expense
2024-06-24,Grab,Transport,45.3,Expense
2022-06-04,Gojek,Transport,35.51,Expense
2024-04-16,Gojek,Transport,55.74,Expense
2020-02-17,Gojek,Transport,53.95,Expense
2020-02-06,Gojek,Transport,60.85,Expense
2021-07-05,Grab,Transport,49.08,Expense
2023-02-07,Freelance,Salary,284.0,Income
2022-06-18,Gojek,Transport,109.07,Expense
2024-12-28,Grab,Transport,81.8,Expense
2024-10-14,Grab,Transport,37.44,Expense
2022-06-11,Grab,Transport,80.88,Expense
2022-05-06,Gojek,Transport,65.31,Expense
2022-09-19,Grab,Transport,77.53,Expense
2023-07-17,Gojek,Transport,14.57,Expense
2021-11-16,Grab,Transport,69.86,Expense
2021-11-22,Freelance,Salary,212.0,Income
2023-07-14,Gojek,Transport,25.1,Expense
2024-06-14,Grab,Transport,36.73,Expense
2024-10-26,Gojek,Transport,84.46,Expense
2024-11-16,Freelance,Salary,730.0,Income
2020-10-09,Gojek,Transport,70.85,Expense
2022-05-01,Salary,Salary,5000.0,Income
2021-07-12,Gojek,Transport,64.52,Expense
2021-09-29,Freelance,Salary,203.0,Income
2024-07-09,Gojek,Transport,28.38,Expense
2022-02-23,Freelance,Salary,373.0,Income
2021-03-11,Gojek,Transport,53.38,Expense
2020-08-31,Gojek,Transport,55.93,Expense
2022-10-27,Grab,Transport,26.39,Expense
2024-08-06,Grab,Transport,41.91,Expense
2020-02-09,Grab,Transport,79.07,Expense
2022-05-10,Gojek,Transport,48.61,Expense
2022-04-12,Grab,Transport,58.53,Expense
2024-10-11,Gojek,Transport,70.41,Expense
2020-12-17,Grab,Transport,33.39,Expense
2023-09-21,Gojek,Transport,8.29,Expense
2022-05-26,Grab,Transport,28.47,Expense
2020-10-20,Grab,Transport,66.67,Expense
2020-10-31,Gojek,Transport,25.95,Expense
2024-04-15,Gojek,Transport,17.07,Expense
2023-05-22,Gojek,Transport,13.1,Expense
2023-12-17,Gojek,Transport,104.45,Expense
2023-07-12,Grab,Transport,18.5,Expense
2020-11-14,Freelance,Salary,603.0,Income
2021-06-19,Gojek,Transport,128.86,Expense
2021-04-05,Gojek,Transport,30.68,Expense
2022-04-17,Grab,Transport,30.95,Expense
2023-07-21,Grab,Transport,35.81,Expense
2020-02-03,Freelance,Salary,294.0,Income
2020-03-14,Gojek,Transport,58.18,Expense
2022-09-21,Grab,Transport,70.45,Expense
2020-11-09,Grab,Transport,37.99,Expense
2021-02-18,Gojek,Transport,21.13,Expense
2023-06-08,Gojek,Transport,35.13,Expense
2021-06-13,Gojek,Transport,102.89,Expense
2020-11-08,Gojek,Transport,103.93,Expense
2022-02-26,Grab,Transport,91.54,Expense
2020-10-20,Gojek,Transport,51.85,Expense
2024-02-04,Grab,Transport,46.21,Expense
2022-03-10,Grab,Transport,24.03,Expense
2023-09-24,Gojek,Transport,105.13,Expense
2020-03-28,Grab,Transport,93.28,Expense
2023-08-30,Grab,Transport,52.39,Expense
2023-08-16,Grab,Transport,65.47,Expense
2023-07-08,Grab,Transport,29.81,Expense
2024-10-13,Grab,Transport,93.32,Expense
2020-11-30,Gojek,Transport,35.1,Expense
2023-02-26,Gojek,Transport,57.32,Expense
2022-02-05,Grab,Transport,77.17,Expense
2020-07-03,Grab,Transport,26.21,Expense
2022-12-01,Salary,Salary,5000.0,Income
2022-07-13,Gojek,Transport,68.5,Expense
2022-07-23,Gojek,Transport,145.06,Expense
2023-04-17,Gojek,Transport,45.61,Expense
2021-05-13,Grab,Transport,24.13,Expense
2022-10-07,Grab,Transport,20.51,Expense
2021-07-22,Gojek,Transport,62.44,Expense
2022-10-01,Salary,Salary,5000.0,Income
2024-04-16,Grab,Transport,40.8,Expense
2024-10-31,Freelance,Salary,782.0,Income
2022-02-17,Gojek,Transport,14.07,Expense
2020-11-06,Grab,Transport,66.97,Expense
2022-05-19,Grab,Transport,31.84,Expense
2023-02-05,Gojek,Transport,37.61,Expense
2021-04-07,Grab,Transport,68.86,Expense
2023-10-28,Gojek,Transport,43.85,Expense
2023-09-11,Freelance,Salary,563.0,Income
2024-10-20,Gojek,Transport,66.54,Expense
2023-10-02,Freelance,Salary,982.0,Income
2022-03-29,Grab,Transport,31.07,Expense
2024-01-29,Grab,Transport,7.7,Expense
2023-01-11,Gojek,Transport,17.49,Expense
2024-04-05,Gojek,Transport,76.64,Expense
2023-09-25,Gojek,Transport,71.21,Expense
2022-08-19,Grab,Transport,61.59,Expense
2022-11-12,Gojek,Transport,102.03,Expense
2024-12-02,Grab,Transport,49.83,Expense
2021-07-15,Freelance,Salary,966.0,Income
2024-07-26,Grab,Transport,79.76,Expense
2022-03-02,Gojek,Transport,17.66,Expense
2020-10-20,Freelance,Salary,836.0,Income
2024-02-25,Grab,Transport,103.85,Expense
2021-03-17,Gojek,Transport,32.5,Expense
2020-06-24,Freelance,Salary,747.0,Income
2023-05-06,Freelance,Salary,818.0,Income
2020-06-14,Freelance,Salary,297.0,Income
2022-12-08,Freelance,Salary,247.0,Income
2022-11-21,Gojek,Transport,43.64,Expense
2022-08-12,Freelance,Salary,926.0,Income
2024-04-18,Gojek,Transport,41.14,Expense
2024-07-22,Grab,Transport,22.72,Expense
2021-02-06,Grab,Transport,49.25,Expense
2023-09-09,Freelance,Salary,445.0,Income
2023-11-23,Grab,Transport,73.35,Expense
2020-10-15,Grab,Transport,28.91,Expense
2020-10-22,Freelance,Salary,731.0,Income
2024-12-04,Freelance,Salary,916.0,Income
2021-04-28,Freelance,Salary,380.0,Income
2022-05-10,Gojek,Transport,49.37,Expense
2022-09-26,Grab,Transport,35.84,Expense
2024-02-28,Grab,Transport,20.18,Expense
2020-10-16,Gojek,Transport,38.78,Expense
2021-02-26,Grab,Transport,46.34,Expense
2022-12-21,Grab,Transport,15.45,Expense
2023-02-17,Gojek,Transport,19.85,Expense
2023-02-19,Gojek,Transport,131.65,Expense
2020-04-25,Gojek,Transport,62.0,Expense
2020-07-29,Gojek,Transport,76.66,Expense
2024-02-11,Grab,Transport,125.81,Expense
2021-09-28,Grab,Transport,54.63,Expense
2021-02-04,Grab,Transport,30.08,Expense
2021-10-08,Grab,Transport,65.16,Expense
2021-03-20,Grab,Transport,88.38,Expense
2021-01-17,Grab,Transport,51.42,Expense
2020-02-26,Grab,Transport,23.18,Expense
2021-07-21,Freelance,Salary,614.0,Income
2020-05-24,Freelance,Salary,270.0,Income
2021-05-28,Gojek,Transport,11.72,Expense
2024-12-11,Grab,Transport,66.11,Expense
2020-08-24,Freelance,Salary,693.0,Income
2020-09-21,Gojek,Transport,39.4,Expense
2024-04-24,Gojek,Transport,36.42,Expense
2021-06-24,Gojek,Transport,68.01,Expense
2023-11-22,Freelance,Salary,268.0,Income
2022-09-08,Freelance,Salary,302.0,Income
2022-12-08,Freelance,Salary,537.0,Income
2024-07-26,Grab,Transport,18.36,Expense
2022-09-19,Grab,Transport,9.79,Expense
2024-03-31,Freelance,Salary,398.0,Income
2022-07-13,Freelance,Salary,896.0,Income
2020-02-15,Gojek,Transport,75.11,Expense
2020-05-12,Gojek,Transport,32.19,Expense
2023-02-24,Grab,Transport,14.35,Expense
2023-05-15,Gojek,Transport,26.3,Expense
2024-07-10,Freelance,Salary,900.0,Income
2022-11-15,Gojek,Transport,7.34,Expense
2022-10-04,Grab,Transport,12.57,Expense
2022-01-05,Gojek,Transport,30.96,Expense
2021-05-10,Grab,Transport,18.31,Expense
2023-06-15,Grab,Transport,65.04,Expense
2023-08-04,Grab,Transport,74.37,Expense
2023-09-19,Gojek,Transport,13.22,Expense
2021-02-08,Grab,Transport,8.63,Expense
2022-10-29,Grab,Transport,138.98,Expense
2021-05-22,Gojek,Transport,55.08,Expense
2023-09-06,Grab,Transport,44.55,Expense
2024-11-23,Freelance,Salary,328.0,Income
2024-05-07,Grab,Transport,47.09,Expense
2024-10-28,Freelance,Salary,300.0,Income
2022-11-11,Freelance,Salary,823.0,Income
2021-04-05,Freelance,Salary,227.0,Income
2021-01-26,Freelance,Salary,653.0,Income
2023-02-27,Grab,Transport,15.49,Expense
2021-09-23,Gojek,Transport,69.07,Expense
2020-06-17,Gojek,Transport,45.45,Expense
2022-10-11,Grab,Transport,38.49,Expense
2022-10-14,Grab,Transport,41.26,Expense
2023-09-07,Grab,Transport,37.85,Expense
2021-12-02,Freelance,Salary,413.0,Income
2020-01-07,Freelance,Salary,719.0,Income
2022-09-02,Grab,Transport,41.31,Expense
2023-10-29,Grab,Transport,103.88,Expense
2023-07-17,Grab,Transport,62.48,Expense
2020-04-29,Freelance,Salary,667.0,Income
2020-07-12,Grab,Transport,40.25,Expense
2022-08-30,Gojek,Transport,18.15,Expense
2020-10-12,Grab,Transport,41.67,Expense
2023-03-13,Gojek,Transport,63.64,Expense
2023-11-14,Grab,Transport,42.21,Expense
2022-08-13,Gojek,Transport,24.23,Expense
2024-12-08,Grab,Transport,72.95,Expense
2020-06-25,Freelance,Salary,392.0,Income
2022-05-21,Grab,Transport,87.0,Expense
2020-04-12,Freelance,Salary,463.0,Income
2024-09-29,Gojek,Transport,94.93,Expense
2021-09-27,Freelance,Salary,565.0,Income
2020-12-25,Freelance,Salary,536.0,Income
2023-04-02,Freelance,Salary,456.0,Income
2024-12-18,Grab,Transport,13.86,Expense
2022-03-25,Grab,Transport,30.49,Expense
2022-01-26,Gojek,Transport,25.84,Expense
2022-01-02,Grab,Transport,102.49,Expense
2022-07-07,Grab,Transport,68.83,Expense
2021-01-22,Gojek,Transport,9.68,Expense
2020-11-23,Gojek,Transport,19.61,Expense
2022-01-07,Grab,Transport,42.52,Expense
2021-01-28,Grab,Transport,62.74,Expense
2024-05-30,Grab,Transport,54.67,Expense
2023-07-31,Grab,Transport,16.09,Expense
2023-06-12,Freelance,Salary,423.0,Income
2023-02-12,Grab,Transport,37.37,Expense
2023-03-28,Grab,Transport,18.89,Expense
2021-08-21,Gojek,Transport,36.72,Expense
2024-02-18,Grab,Transport,131.23,Expense
2021-06-04,Freelance,Salary,836.0,Income
2024-08-11,Freelance,Salary,563.0,Income
2020-05-04,Gojek,Transport,61.12,Expense
2020-11-20,Grab,Transport,45.74,Expense
2023-06-08,Grab,Transport,66.56,Expense
2020-01-17,Gojek,Transport,32.84,Expense
2020-12-24,Freelance,Salary,534.0,Income
2021-05-20,Gojek,Transport,71.6,Expense
2021-09-01,Salary,Salary,5000.0,Income
2024-04-21,Grab,Transport,75.21,Expense
2024-02-07,Freelance,Salary,890.0,Income
2024-01-21,Gojek,Transport,147.78,Expense
2020-10-22,Gojek,Transport,5.43,Expense
2024-04-21,Gojek,Transport,137.91,Expense
